application,review,rating,clean_review,sentiment
Alodokter,"Halo ka, sekedar saran. Jika ada event/dana bantuan yang akan diberikan seperti misalkan dapat uang dll. Mohon di berikan lewat email dahulu informasi nya. Karna sekarang sangat banyak dan marak sekali penipuan untuk antisipasi. Kita juga tidak tau apakah nomor yang menghubungi secara resmi dari alodokter adalah resmi atau tidak karna tidak ada pemberitahuan sebelumnya. Trimakasih",2,halo ka sekedar saran eventdana bantuan uang dll mohon email informasi nya karna marak penipuan antisipasi tau nomor menghubungi resmi alodokter resmi karna pemberitahuan trimakasih,negative
Halodoc,puas dengan pelayanan,5,puas pelayanan,positive
Alodokter,udh langganan tapi aplikasi kadang loading terus pdahal sinyal normal,1,udh langganan aplikasi kadang loading pdahal sinyal normal,negative
Halodoc,"Obat saya sudah dibayar lunas sampai hari ini 10 hari belum sampai, secara sepihak pihak jasa kirim melakukan retur, gak ngerti saya apa maunya .. CS juga slow respon, mintak alamat berkali kali tapi gak kasih kabar perkembangan paket obat saya sudah sampe mana...",1,obat dibayar lunas 10 jasa kirim retur gak ngerti maunya cs slow respon mintak alamat berkali kali gak kasih kabar perkembangan paket obat sampe,negative
Alodokter,Lumayan baik dokter nya,4,lumayan dokter nya,positive
Alodokter,sangat responsif,5,responsif,positive
Halodoc,Penjelasan cukup hanya dokter seperti terburu2 stlah memberikan keluhan dkasih resep sudah sprti terburu buru mengakhiri konsultasi jd sedikit kurang puas,3,penjelasan dokter terburu2 stlah keluhan dkasih resep sprti terburu buru konsultasi jd puas,negative
Halodoc,memberkan solusi disetiap permasalahan tentang kesehatan❤️,5,memberkan solusi disetiap permasalahan kesehatan,positive
Halodoc,Tolong beri opsi untuk dokter mengganti resep karena terkadang resepnya gaada di apotek jd pengobatan ga optimal,2,tolong opsi dokter mengganti resep terkadang resepnya gaada apotek jd pengobatan ga optimal,negative
Alodokter,🤍😍😍❤️,5,,positive
Halodoc,Katanya respon cepat buat bantuan dan saran tapi gk ada balesan,2,respon cepat bantuan saran gk balesan,negative
Halodoc,"sangat membantu disituasi yg urgent, saat semua dokter di rs rujukan sedang cuti semua karena hari raya.",5,membantu disituasi yg urgent dokter rs rujukan cuti raya,positive
Alodokter,"ok bgt, lgs on dokterny kbtulan sy butuh dokter kulit, dan yg masih on dan jelas ada bbrp, mksi alodokter",5,ok bgt lgs on dokterny kbtulan sy butuh dokter kulit yg on bbrp mksi alodokter,positive
Alodokter,"Kalo bisa untuk awal atau orang yg bru daftar di ksih gratis aja to kita jga kn hanya bertanya tentang penyakit, hanya untuk memastikan sja apa yg di rasa , kalau untuk info lengkap nya kta bisa langsung ke dokter",4,kalo orang yg bru daftar ksih gratis aja to jga kn penyakit sja yg info lengkap nya kta langsung dokter,positive
Halodoc,Ok,2,ok,negative
Alodokter,sangat bermanfaat dan membantu,4,bermanfaat membantu,positive
Halodoc,"Saya kecewa krn dokter yg biasa saya d halodoc sudah tidak ada, bagaimana sih. Yg lain kurang klop soalnya",2,kecewa krn dokter yg d halodoc sih yg klop,negative
Halodoc,ada beberapa dokter yg pelayanan nya sangat tidak memuaskan.,2,dokter yg pelayanan nya memuaskan,negative
Halodoc,"sangat"" membantu, resep obatnya juga jodoh sekali minum langsung enakan Alhamdulillah",5,membantu resep obatnya jodoh minum langsung enakan alhamdulillah,positive
Alodokter,saya sangat tertarik tarik,5,tertarik tarik,positive
Halodoc,Sebenarnya saya mau pakai aplikasi ini. Karena banyak komen yg negatif jadi ragu,3,pakai aplikasi komen yg negatif ragu,negative
Alodokter,"Mohon maaf saya menginstal aplikasi ini karna ada kode OTP masuk ke nomor Hp saya, saya mohon bantuannya karna saya tidak pernah tau apk ini dan tidak pernah menginstal aplikasi ini pertanggal 5-12-2024 kalau ada sesuatu mengatas namakan saya itu bukan saya. Mohon bantuannya, karna kami disini tidak bertanggung jawab kalau ada sesuatu yg mengatas namakan saya.",1,mohon maaf menginstal aplikasi karna kode otp masuk nomor hp mohon bantuannya karna tau apk menginstal aplikasi pertanggal 5122024 mengatas namakan mohon bantuannya karna bertanggung yg mengatas namakan,negative
Halodoc,Awesome...sangat membantu,4,awesomesangat membantu,positive
Alodokter,Sejauh ini pelayanan bagus dan akurat dalam mendiagnosis penyakit🔥,5,pelayanan bagus akurat mendiagnosis penyakit,positive
Halodoc,pengguna baru sering dapet diskon. aku chat dengan dokter dapat diskon 25rb lumayan banget,5,pengguna dapet diskon chat dokter diskon 25rb lumayan banget,positive
Alodokter,Trmksih bnyak dok atas jawabannya,3,trmksih bnyak dok jawabannya,negative
Halodoc,Saya mengunduh aplikasi ini karna ikut asuransi allianz. Belum tau tentang aplikasi ini . Apakah akan ada tagihan juga,3,mengunduh aplikasi karna asuransi allianz tau aplikasi tagihan,negative
Alodokter,"Maaf saya kasih bintang 3, saya sudah mencoba chat dengan dokter dan respon dokternya sangat baik ramah, tp saya kasih bintang 3 karena tidak bisa pesan obat tulisannya ""lokasi anda diluar layanan kami"", terus gak bisa ganti tanggal lahir padahal disitu detail tanggal lahir saya salah mau diganti tp gak bisa",3,maaf kasih bintang 3 mencoba chat dokter respon dokternya ramah tp kasih bintang 3 pesan obat tulisannya lokasi diluar layanan gak ganti tanggal lahir disitu detail tanggal lahir salah diganti tp gak,negative
Alodokter,"belum di respon sama dokter otomatis kena tutup ,kenapa tu?? jadi solusinya?? kan da di bayar",1,respon dokter otomatis kena tutup tu solusinya da bayar,negative
Alodokter,"respon dokter lama, disuruh tunggu 9 menit tp nyatanya 1 jam. minta refund banyak alasannya pdhl org lg skt disuruh nunggu lama",1,respon dokter disuruh tunggu 9 menit tp 1 jam refund alasannya pdhl org lg skt disuruh nunggu,negative
Alodokter,Kurang jelas,2,,negative
Halodoc,aplikasi gak jelas,1,aplikasi gak,negative
Halodoc,"Kalau buka 24 jam tambah 1 bintang lg, dan tambah 1 bintang lagi kl ongkirnya bisa lbh murah.",3,buka 24 jam 1 bintang lg 1 bintang kl ongkirnya lbh murah,negative
Halodoc,sangat membantu untuk konsultasi mudah secara online,5,membantu konsultasi mudah online,positive
Alodokter,Kurang lengkap untuk info PCR area jawa tengah,3,lengkap info pcr area jawa,negative
Halodoc,ok,4,ok,positive
Halodoc,"Bagus == Antigen 2x di rs brawijaya. Semua dijanjikan hasilnya tidak jg dikirim. Pdhl 13 Juni 2021 covid blm memuncak. Saya hub rs brawijaya br dikirim hasilnya via email di aplikasi tetap tidak ada hasilnya. Tgl 1 Juli saya Antigen lg di rs yg sama. Hingga 1x 24 jam blm ada hasilnya via aplikasi maupun telp dan minta di email oleh rs nya. Kesimpulan, aplikasi ini ga punya daya tawar ke rs . Harusnya dana cair stlh hasil test diterima. Oleh cs halodoc malah disuruh ambil hard copy ke rs nya. Uh",4,bagus antigen 2x rs brawijaya dijanjikan hasilnya jg dikirim pdhl 13 juni 2021 covid blm memuncak hub rs brawijaya br dikirim hasilnya via email aplikasi hasilnya tgl 1 juli antigen lg rs yg 1x 24 jam blm hasilnya via aplikasi telp email rs nya kesimpulan aplikasi ga daya tawar rs dana cair stlh hasil test diterima cs halodoc disuruh ambil hard copy rs nya uh,positive
Alodokter,"PARAH NIH GAK KAYA APK SEBELAH, INI PAS LG CHAT GAK ADA JAWABAN SELAMA.10 MENIT LANGSUNG MENGHILANG AJA, KEREN BANGET YA AMBIL KEUNTUNGANNYA!!!!",1,parah nih gak kaya apk sebelah pas lg chat gak selama10 menit langsung menghilang aja keren banget ya ambil keuntungannya,negative
Halodoc,Error saat transaksi pembayaran,2,error transaksi pembayaran,negative
Halodoc,sangat sangat membantu sekali...,5,membantu,positive
Halodoc,"Susah banget CS nya dihubungi, pesanan saya belom diterima tapi status udh selesai gmna sih",3,susah banget cs nya dihubungi pesanan belom diterima status udh selesai gmna sih,negative
Halodoc,"nyesel pesan obat dari aplikasi halodoc, ternyata lama banget pengirimannya. aku kira bakal direkomendasikan apotek terdekat, gak tahunya malah dari luar pulau. kalau daerah Kalimantan Selatan perkiraan aku bakal dikirim dari Banjarmasin, ternyata malah dari Surabaya. obat sudah ditunggu, sampai hari ini belum sampai juga.",2,nyesel pesan obat aplikasi halodoc banget pengirimannya direkomendasikan apotek terdekat gak tahunya pulau daerah kalimantan selatan perkiraan dikirim banjarmasin surabaya obat ditunggu,negative
Halodoc,dokternya responsif,4,dokternya responsif,positive
Halodoc,"Susah bertanya di halodoc ini, bertanya tentang toko obat terdekat (Titik lokasi pasien/Kota Pekanbaru) yang ada di halodoc aja susahnya minta ampun. Pasien mikir, kalo estimasi 4 hari artinya obat tersebut sudah dipastikan diluar kota pasen berada (kota pekanbaru) ini hanya sebagai contoh ya. Toko Obat resmi ada juga di Kota pekanbaru misalkan KIMIA FARMA ini yang punya BUMN loh. Parah ini halodog, kemungkinan keburu mati pasien, obatnya baru datang. Mohon maaf Halodoc, kasih bintang 1.",1,susah halodoc toko obat terdekat titik lokasi pasienkota pekanbaru halodoc aja susahnya ampun pasien mikir kalo estimasi 4 obat diluar kota pasen kota pekanbaru contoh ya toko obat resmi kota pekanbaru kimia farma bumn loh parah halodog keburu mati pasien obatnya mohon maaf halodoc kasih bintang 1,negative
Alodokter,"Saya Baru'saja ditelpon oleh orang yang mengaku dri Aplikasi Alodokter, Saya pikir ini bukan penipuan Saya disuruh Download kembali Alodokter padahal saya sudah tidak menggunakan aplikasi tersebut saya dsuruh kirim no rekening karena saya tidak tahu Tolong admin Alodokter klarifikasi masalah ini jangan Sampai banyak merugikan Banyak orang, Orang begitu percaya Dengan Aplikasi Alodokter dengan keadaan begini jadi semua data bocor...",2,barusaja ditelpon orang mengaku dri aplikasi alodokter pikir penipuan disuruh download alodokter aplikasi dsuruh kirim no rekening tolong admin alodokter klarifikasi merugikan orang orang percaya aplikasi alodokter data bocor,negative
Halodoc,"Saya membayar untuk berkonsultasi dengan psikolog, tapi sampai sesi berakhir psikolog tidak membalas chat saya dan saya tidak mendapat kan solusi dari masalah saya.. Uang saya terbuang sia sia",1,membayar berkonsultasi psikolog sesi psikolog membalas chat solusi uang terbuang sia sia,negative
Alodokter,"mau konsultasi ke dokter umum secara online, udh bayar ehh tiba2 chat konsultasi ditutup otomatis krn gada respon dari dokternya. minimal kalo dr dokternya gada respon ya di-refund. udh bayar niatnya biar bisa konsultasi online malah ga dapet apa2. buang2 duit doang",1,konsultasi dokter online udh bayar ehh tiba2 chat konsultasi ditutup otomatis krn gada respon dokternya minimal kalo dr dokternya gada respon ya direfund udh bayar niatnya biar konsultasi online ga dapet apa2 buang2 duit doang,negative
Halodoc,lama dan ribet,1,ribet,negative
Alodokter,👍,4,,positive
Halodoc,"Sangat buruk, saya sdh konsul online tdk dapat resep online Harus mengajukan lagi, pas obat sdh saya bayar.. Keterangan barang diantar besok padahal keterangan barang bisa diantar 1 jam dari pemesanan",1,buruk sdh konsul online tdk resep online mengajukan pas obat sdh bayar keterangan barang diantar besok keterangan barang diantar 1 jam pemesanan,negative
Alodokter,"Bisa nggk ya batalin pembayaran otomatis alodokter dari rekening tapi akunnya ini udh lama gak aktif, lantaran hp kmrn sempat rusak dan juga sekalinya ada hp lupa akunnya??",1,nggk ya batalin pembayaran otomatis alodokter rekening akunnya udh gak aktif lantaran hp kmrn rusak sekalinya hp lupa akunnya,negative
Halodoc,Top top markotop cuman obat nya rada mahal ya bund,3,top top markotop cuman obat nya rada mahal ya bund,negative
Alodokter,"Asal kk tau ya jarak ke RS dari rumah sekitar 2jam, buat janji jam 9 konfirmasi dari alodokter jam 8 tolong dong sedikit lebih cepat ngasih konfirmasinya. Kemarin maksa ke RS eh ada notif lagi jadwal dokter penuh🤨 mamahmu pasti bangga kepadaku",2,kk tau ya jarak rs rumah 2jam janji jam 9 konfirmasi alodokter jam 8 tolong cepat ngasih konfirmasinya kemarin maksa rs eh notif jadwal dokter penuh mamahmu bangga kepadaku,negative
Alodokter,Terima kasih atas masukan ya,4,terima kasih masukan ya,positive
Halodoc,"Mengapa isi aplikasi susah dibuka, dengan balasan kesalahan dan suruh coba lagi, padahal quota saya masih banyak",3,isi aplikasi susah dibuka balasan kesalahan suruh coba quota,negative
Halodoc,"Berobat di halodoc di daerah seperti cirebon jarang bisa komplit resepnya. Ketika minta obat rutin tidak bisa terpenuhi 100% resep nya. Telp cs diputus terus pura pura tidak mendengar suara saya. Kalo error sarana telp, telp balik saya dong... Orang yang bergaji besar disana tolong cari solusi atas keluhan saya... berdosa anda semua kepada perusahaan bila tidak memperbaiki kinerja yang sangat mudah itu...",1,berobat halodoc daerah cirebon jarang komplit resepnya obat rutin terpenuhi 100 resep nya telp cs diputus pura pura mendengar suara kalo error sarana telp telp orang bergaji disana tolong cari solusi keluhan berdosa perusahaan memperbaiki kinerja mudah,negative
Alodokter,"Seperti aplikasi2 sejenis lainnya cara memberikan konsultasinya ""Setengah Hati"" tdk benar2 memberikan solusi,utk apa apk ini dibuat? Maaf ya,sebaiknya jgn menyediakan dokter gratis utk konsultasi,lbh baik semua dokter berbayar aja.Yg sy rasakan konsultasi dokter gratis tdk akan memberikan solusi krn dokternya tdk memberi resep obat.Orang sakit sulit sembuh krn tdk cukup hanya diberi nasihat dokter aja klo tdk disertai minum obat.Dokter menyuruh minum obat tp tdk menyebutkan obatnya apa. Trims",2,aplikasi2 sejenis konsultasinya hati tdk benar2 solusiutk apk maaf yasebaiknya jgn menyediakan dokter gratis utk konsultasilbh dokter berbayar ajayg sy rasakan konsultasi dokter gratis tdk solusi krn dokternya tdk resep obatorang sakit sulit sembuh krn tdk nasihat dokter aja klo tdk disertai minum obatdokter menyuruh minum obat tp tdk obatnya trims,negative
Halodoc,Memudahkan beli obat... Joooosss 👍,5,memudahkan beli obat joooosss,positive
Alodokter,Cukup membantu tuk mengetahui diagnosa awal anggota keluarg saya sebelum dicek keseluruhan di RS atau klinik.,4,membantu tuk diagnosa anggota keluarg dicek rs klinik,positive
Halodoc,"Sangat membantu ,terimakasih 🤍",5,membantu terimakasih,positive
Halodoc,cukup m memuaskan semoga lebih d Tingkat kan lagi,5,m memuaskan semoga d tingkat,positive
Alodokter,Sangat bermanfaat,3,bermanfaat,negative
Alodokter,"Instal terus NYOBA pake Pertanyaan dr umum yang gratis di alihkan sama dr yang lain, eh nggak ada tanggapan juga. Halah ngecewain",2,instal nyoba pake dr gratis alihkan dr eh nggak tanggapan halah ngecewain,negative
Halodoc,Cepat tanggap dokternya,3,cepat tanggap dokternya,negative
Halodoc,"Pelayanan jelek banget buruk saya lagi urgent butuh dokter untuk anak saya yg sakit, sudah bayar dan sesi chat tibatiba dokter sibuk suruh ganti dokter yg lain dan uang saya hangus gitu aja😭",1,pelayanan jelek banget buruk urgent butuh dokter anak yg sakit bayar sesi chat tibatiba dokter sibuk suruh ganti dokter yg uang hangus gitu aja,negative
Halodoc,"Edit penilaian... maaf cm bisa kasih bintang di bawah standar. Respon dokter makin kesini kurang memuaskan, padahal dulu konsul bisa lho di kasih resep... sekarang tanya obat nyeri aja ga di jawab",2,edit penilaian maaf cm kasih bintang standar respon dokter kesini memuaskan konsul lho kasih resep obat nyeri aja ga,negative
Alodokter,Aplikasi kadang tiba-tiba slow dibuka,3,aplikasi kadang tibatiba slow dibuka,negative
Alodokter,"Tadi saya dihubungi pas lagi jam kerja dan dimintai data diri dan norek, itu apa yah, tapi tadi karna lagi sibuk jadi saya langsung matikan pas tanya norek, katanya selama sebulan gratis pemakaian alodokter",4,dihubungi pas jam kerja data norek yah karna sibuk langsung matikan pas norek sebulan gratis pemakaian alodokter,positive
Halodoc,Kalo cuma beli vitamin doang gak perlu aikasi sompret ini,1,kalo beli vitamin doang gak aikasi sompret,negative
Halodoc,"Yg saya bingung knp apotiknya jauh bgt, padahal apotik k24 atau apotik2 daerah rawamangun banyak, ga terlalu jauh dr rmh saya.. rumah saya di Rawamangun tp selalu drivernya pick up apotik selalu di daerah pasar Minggu... Perbaiki aplikasinya ya admin, padahal membantu sekali untuk saya seorang ibu2 ketika anak sakit n ga bs keluar meninggalkan anak2... Klo apotiknya jauh2 gtu kadang ongkirnya terlalu mahal ..",3,yg bingung knp apotiknya bgt apotik k24 apotik2 daerah rawamangun ga dr rmh rumah rawamangun tp drivernya pick up apotik daerah pasar minggu perbaiki aplikasinya ya admin membantu ibu2 anak sakit n ga bs meninggalkan anak2 klo apotiknya jauh2 gtu kadang ongkirnya mahal,negative
