application,review,rating
Halodoc,Paket tidak sampai setelah dua hari udah tau obat itu urgent. Harap dari pihak halodoc memilih ekspedisi yang tepat bukan ekspedisi yang bermasalah.,1
Halodoc,mantap surantap,5
Halodoc,sangat membantu👍,5
Alodokter,"Gua udh bayar tp dokterny malah offline. Pas dokternya online, gk di respon gua nya. Duit gua melayang gitu aja anjir",2
Alodokter,Halo dok saya ada penyakit asam urat tinggi dan tensi yang tinggi apabisa minum obat tensi dan obat asam urat bersama,4
Alodokter,Lumayan mmbantu dgn saran dan resepnya,4
Alodokter,"Coba dulu,tp sy beri bintang 4 karna sy liat dari ulasannya positif semuanya",4
Alodokter,"Apk ini ok juga dan juga pak dokter baik dan ramah tapi sayang nya saat saya butuh obat tidak sesuai dari apotik nya jadi saya males,,,resep obat apa di kasih obat apotik nya lain.",1
Halodoc,Ribet,3
Halodoc,"cacat beli antibiotiknya harus pake resep dokter ribetttt, tembus untuk resep pengambilan obatnya malah dapet lokasinya yang jauh"" dari jangkauan alamat pelanggan!!!!!",1
Halodoc,"Untuk jadwal konsultasi ya lama menunggu dan ketika sudah dalam konsultasi menunggu jawaban dokter sampai 15-20 menit dan hanya jawab singkat"" saja untuk biyaya segitu dikeluarkan hanya untuk konsultasi tidak jelas dan lama sekali respon ya tidak worth it yah, mohon diperbaiki, terimakasih",1
Alodokter,trimksih dok sangat membntu sekali cepat dan dokter ny ramah 🙏🙏👍♥️,5
Alodokter,Proposional,2
Alodokter,Cepat respond,4
Halodoc,memudahkan saat kondisi darurat untuk anak rantau. pengiriman obat juga cepat. mantaps 👍🏻,5
Halodoc,Katanya gratis ternyata tanya aja bayar,1
Alodokter,"Kapan Indonesia maju, kalau chat dengan dokter aja berbayar, Sedangkan chat di aplikasi biru gratis, Padahal cuma nanya masalah seputar penyakit....",1
Halodoc,"halodoc aku kadang bisa di pencet kadang gabisa, lebih sering gabisa dipencet. padahal memori aku banyak, dari 256gb yang kepake baru 55gb. buat ngeklik asal aja susah banget, kaya ngefreeze gitu:( tolong bantuannya pls.. aku perlu banget konsul sama dokter spkk, kalau di klinik kecantikan mahal bgt, ga ramah di kantong pelajar huhu:(",1
Alodokter,sangat sangat membantu . mantap,5
Halodoc,sangat membantu saat anak sakit dan kita bisa beli obat menggunakan resep dr.,4
Alodokter,"Instal aplikasi tetangga aja, mengecewakan. Respon nya lama, tapi durasi konsultasi nya sempit. Belum dapat saran & resep dari dokter, tau2 waktu mya sudah habis, kecewa banget 😭😭😭😭😭😭",1
Alodokter,Jelek gak bisa hapus chat dan hapus akun,1
Alodokter,Semoga bermanfaat dan cocok dengan resepnya,4
Halodoc,"baik sekali, begitu di chat langsung di respon",5
Alodokter,Sangat memuaskan dak membantu,4
Alodokter,Sangat membantu,5
Halodoc,Mungkin kedepannya bisa ada sytem topupnya untuk pembayarannya jadi tidak perlu tautkan ke ini itu,4
Alodokter,Puas,3
Alodokter,"Ga jelas percakapan belum selesai udh di tutup, yg jelas dong klo bikin kebijakan",1
Halodoc,pelayanan nya ramah,4
Alodokter,Gabisa daftar akun tapi kode verifikasi ga muncul2 lewat sms/wa. Udah ditautkan pake fb juga ttp pake no hp gabisa verifikasi karna gaada notif kode verifikasi masuk,1
Alodokter,baik fan cepat respon,4
Alodokter,Sangat membantu,3
Alodokter,"Aplikasi ga bisa di buka loading terus,koneksi internet saya lancar tapi ga bisa masuk aplikasi, akan berubah bintang jika sudah di perbaiki. Terimakasih",2
Halodoc,"disuruh konsul obat, tp malah ditinggal ama dokternye. Bayangin lu dlm keadaan urgent butuh obat buat nenek lu trs di situ kudu minta resep, pas minta resep malah ditinggal wkwkwk",1
Halodoc,"Y plpl kl km m m U I mm,s Mm .h...n MN. D mmi Km x VB K S ay MKM gn l.km.jj",3
Alodokter,dokternya baik menjelaskan dengan ramah,5
Halodoc,Konsultasi baiik dan Pengiriman obat cepat.,4
Alodokter,Kenapa gak bisa bayar pake shopeepay padahal dishopee ada.,2
Halodoc,"Kenapa sekarang setiap pembelian obat lebih dari satu, dibagi menjadi 2 pengiriman? Apa iya sih sebuah Apotek tidak mempunyai obat itu (Bodrex & Panadol), obat pasaran itu bkn yg hrs dgn resep dokter, tolong diperbaiki, jgn seperti itu kalo mau cari untung!!! Jadi mahalan ongkirnya drpd harga obatnya. Sepertinya akan pindah ke aplikasi lain kalo seperti ini terus.. Terima kasih.",2
Alodokter,semoga para dokter tetap sabar dalam menjawab pertanyaan pasien,4
Halodoc,"bagus pelayanannya,dokternya jg ramah...",5
Halodoc,"Saran aja klo bisa cari driver ny yg deket2 aja jgn yg jauh makan waktu, sy nunggu sejam lbh, pdhl badan udah alergi, kelamaan, kasian driver ny jg kejauhan,mna gk tau jln, harusnya sesuai wilayahnya, jgn diluar wilayah. Tks",3
Alodokter,keren,5
Alodokter,"bagus,detail,mudah.",5
Halodoc,aplikasi yang bermanfaat,5
Alodokter,"terimakasih, alodokter bikin aku percaya diri lagi. dokternya pun ramah dan baik2 bgt. kasih penjelasannya sangat mudah dimengerti",4
Alodokter,Kode OTP tidak masuk ke nomor yang tertera untuk verivikasi,1
Halodoc,Bagus app'nya cm di hape saya lemot...,3
Alodokter,"Bintang 2 dulu , mau coba",2
Alodokter,Heran sama aplikasi alodoker sudah di bayar melalui chat Tapi gak di respon Data diri sudah di lengkapi katanya di tunggu 4 menit blm juga di bales bales tau gua ngapain bayar mahal. Kek gini,4
Halodoc,Aku sudah chat tapi belum di bales batas waktu ku abis akhir nya,2
Halodoc,JANGAN PERNAH DONLOD APK INI.. PENIPUAN,2
Alodokter,Sedikt lebih sangat membantu terhadap keluhan. Saya tdk ksih bintang 5 krna tolong pikirkan org yg tdk punya utk membayar chat dokter. Sarankan lebih bnyk gratis kan hanya chat.,3
Alodokter,Sebenernya aplikasi bagus. Cuma kayanya data pasien ga dijaga. Saya baru kemarin chat dengan dokter besoknya sudah ada 2 orang penipu berkedok alodokter,3
Halodoc,tidak cocok untuk orang miskin,1
Alodokter,Dokternya respon cepat,3
Halodoc,"Ternyata dokter hewan di halo doc cuma bisa kasih vitamin, not good. Kalau vitamin mah gak perlu konsultasi kedokter. Mohon untuk ditinjau ulang kebijakannya",2
Alodokter,Kurang memuaskan .. udah bayar ehhh di abaykan 😡😡😡😡.. lebih di perhatiakan lagi jgn mau uang aja udah saldo masuk malah ngilang 😀,1
Alodokter,Bagus dokter y,4
Halodoc,Bagus,4
Alodokter,👌,4
Halodoc,"Bagus sih bisa dengan mudah dapet info tentang kesehatan, aku pemula baru tahu chat dengan dokter aja harus bayar yah hehe, tapi tak masalah sih, tapi buat aku lain kali aja maaf aku hapus apanya assalamu'alaikum......",4
Alodokter,Sangat membantu sekali,4
Halodoc,Sangat² membantu saya Trimakasi halodoc Tp pengingat nya ko gk ada ya?,4
Halodoc,saya kira gratis ternyata bayar ya 😏 mhl jga,1
Alodokter,"dokter nya cuek , dan to the point",3
Alodokter,saya pesan obat diarahkan ke apotek yg sudah tutup.. ditambah tidak ada tombol untuk batalkan pesanan,1
Alodokter,Berbiaya mahal,4
Alodokter,Tunggu chat dibales smpe skit kepala SM baterai lowbat 😭😭😭 pdhal SDH bayar ..astagaaa,3
Alodokter,Sebenarnya cukup membantu. Tapi salesnya yang membuat tidak nyaman.,2
Halodoc,Harga ongkir mahal woi,3
Alodokter,"barusan sy menggunakan setelah pembayaran, tapi kenapa malah dokter umumnya ga balas.. 👊👎",1
Alodokter,Kenapa sekarang dokter umum jadi bayar.perasaan waktu itu msih gratis deehh,3
Halodoc,sangat membantu,5
Halodoc,"Ko apl ny skrng jd lemot, mau scroll obt aja lemot bgt",3
Alodokter,"Untuk chat dokter gampang dan jelas, tapi untuk pembelian obatnya lebih dari 1 jam dan juga gak bisa lihat detail pemesanan Untuk itu bisa diperbaiki?",4
Alodokter,"Saya sudah memasukan alamat email saya dengan benar. Tp knp tulisannya ""mohon periksa email anda"" trus yaaa..?",1
Halodoc,"Saya kira gratis aplikasi ini, ternyata harus bayar langganan",1
Halodoc,Tambahkan fitur cod dong Susah sekali mau beli obat,3
Alodokter,lgs memahani dan bagus solusi nya. Terimakasih,5
Halodoc,Lama donwloadnya,2
Halodoc,membantu konsultasi jadi lebih mudah,4
Alodokter,Bagus,4
Alodokter,"penjelasan dokter membantu sekali, terimakasih",5
Halodoc,Pelayanan baik dan fast respon. Mksih banyak,4
Halodoc,Sangat sangat bermanfaat.,4
Alodokter,Konsultasi mahal,2
Alodokter,"Lamaaaaaa Responyaaaaaa chat Payaah... padahal memilih aplikasi online biar lebih cepat konsul, ini malah lamaaa.",1
Halodoc,keren,5
Halodoc,"Ada ketidaksesuaian pembayaran, saya sudah membayar biaya konsultasi dokter dengan asuransi, sedangkan dokternya ngga jawab2 setelah saya chat. Lalu setelah percakapan selesai, malah ada tagihan manual di luar asuransi, kalau saya tidak membayar, asuransi saya akan diblokir. Mohon ma'af saya kecewa dengan Halodoc",1
Halodoc,"Saya order obat via halodoc menggunakan gopay , driver meminta pembantalan karena obat yang dituju tidak tersedia di apotik tersebut , namum ketika saya melakukan pembatalan selalu gagal di aplikasi halodoc, setelah saya refresh dana saya yang kembali hanya separo , dana utnuk driver saya lenyap , dan sudah seminggu menunggu konfirmasi dana kembali dari pihak halodoc , ayp lebih profesional dan lebih diperbaiki lagi sistem pelayanan aplikasi nya.",2
Halodoc,Sangat membantu terimakasih halodoc,5
Halodoc,Tidak bisa mengirim foto,1
Halodoc,Bagus sekali,4
Halodoc,"Kecewa dengan salah satu CS dengan nama ANNISSA MD. Untung bukan obat emergency, kalau obat emergency, mungkin pasien sudah m4ti gara2 kelakuan dia yg seenaknya main batalin pengiriman obat untuk anak saya. Jawabannya selalu menyalahkan pihak gojek, tidak mau meminta maaf atas nama pribadi atas kesalahan yg dilakukan. Saya kasi bintang 1 murni karena ANNISSA MD.",1
Halodoc,"Sediakan pembayaran dengan dana dong min,gasemua punya gopay",3
Halodoc,Serta petunjuk lebih informatif dan permudah cara pakai,3
Alodokter,Dikasih resep. mestinya dikasih tau kalo apotikny tutup lagi gawat gini malah jd nunggu.. Hadehhhhh.. pdhl anak rewel bgt,3
Halodoc,Ada yang nelpon dari halo doc. Dia minta nomor rekeningku. Buat apa ? Aneeeh kan ?,2
Alodokter,Jangan percaya sama apk ini Karena tidak bisa di buka,1
Halodoc,"tolong lah adain fitur apotek mana yg ngirim, help center juga jgn bot doang dikira orang gapunya keluhan ama apknya apa? belum lagi buat gua yg bener bener butuh obat antidepressan, dtg telat dari jadwal, mau cek apotek yg ngirim juga gatau siapa yg ngirim, gajelas",3
Halodoc,"cukup baik, hanya kalo bisa untuk melihat keranjang jangan dlu mencari apotek, terlalu lama hanya untuk menghapus satu atau dua item barang, setelah fix baru lakukan pencarian apotek, dan pada history belanja mohon tampilkan opsi untuk menghapus riwayat",3
Alodokter,"Respons cepat, penjelasan terperinci",4
Halodoc,baik & puas,5
Alodokter,Daftar doang susah. Isi tanggal lahir dan kota. Loading bolak-balik,1
Halodoc,"Apakah semua dokter harus berbayar Walaupun hanya chat?, saya harus memeriksakan psikis saya mungkin juga anda!",3
Alodokter,jawaban AI 👎🏻,1
Halodoc,Sangat membantu dan sering sy gunakan🙏,4
Halodoc,walaupun agak lambat responnya tapi sangat membantu saya saat dalam sesi konseling,5
Halodoc,"lebih baik lagi, terima kasih",5
Halodoc,"Aplikasi ga jelas, saya sambungin asuransi ga bisa, saya bayar pake gopay ga bisa juga.. mengecewakan",1
Halodoc,"Dulu sebelum terkenal chat dokter umum gratis, pas udah booming bayar. Dulu cuma chat dokter spesialis aja yg bayar. Gak bantu rakyat miskin gratis dong kaya gini namanya.",2
Alodokter,"dokternya ramah,,baik,,cepat kalau menanggapi🥰",5
Alodokter,"amat sangat bermanfaat, thanks",5
Alodokter,Bagus bisa membantu,4
Halodoc,pkoknya plg gercep klai lg sakit chat via halodoc ..dr nya ramah dan resepnya manjur smua,5
Alodokter,Dokter pribadi sering tidak tersedia jika pakai asuransi. Saat laporan juga CS nya sangat tidak membantu.,1
Alodokter,Kasih 4 dulu,4
Halodoc,"Sejauh pemakaian, diagnosa dan juga tips & trik gak jauh beda dari yang diketahui secara online. Tapi bisa konsul secara detail dan juga ada resep obat minum nya yang gak butuh pergu ke puskesmas atau klinik terlebih dahulu",5
Halodoc,Jelas dan dapat membantu...terimakasih Halodoc...👍🤗,5
Alodokter,Iya memang Alodokter lebih bagus daripada yang lainnya. Penjelasannya komplit mudah dimengerti.,4
Alodokter,Good,4
Alodokter,Dokter nya sangat ramah sekali dalam menjelaskan keluhan Pasien terima kasih dokter sehat selalu jelas banget,5
Alodokter,Dok saya mau nanyak saya kalau duduk jonkok kluar darah dari lubang anus. Saya lihat kayak ada lukak kecil. Jadi darah kluar dari situ. Mau nanya apa obatnya ya. Untuk mentup luka,3
Halodoc,"Mana sertifikat Vaksin Saya, ke 1,3April,17.09; ke 2, 1Mei,12,36;Sampai ini tak berit. a !!!",2
Halodoc,Bagus,2
Halodoc,Lumayan,3
Alodokter,dokter nya baik,4
Alodokter,"disuruh update tp gabisa update di playsote, ini gimana gabisa log in min. Solusinya dong",3
Alodokter,"Aplikasi brengsek. Orang lagi sakit malah pesen obat dibatalkan melulu. Chat apotek k24 kemanggisan katanya yg batalin aplikasi alodokter, chat alodokter katanya yang batalin apoteknya",1
Alodokter,Lebih mempersulit orang lain,1
Alodokter,"Aplikasinya sangat bagus dan membantu, tapi 1 yg buat saya kecewa. Katanya gratis dan boleh nanya² disini. Mungkin iya awalnya tidak ada masalah. Tapi kok 1 minggu kemudian saya malah di teror oleh pihak alo dokternya untuk melakukan pembayaran mana metode itu sangat memaksa lagi(menurut saya). Lagian saya juga tau diri juga, saya juga jarang menggunakan aplikasi alo dokter ini. Maaf saya cmn kasih bintang 2 soalnya jujur agak kecewa dan risih sama aplikasi ini 🙏🏻",2
Halodoc,ok sangat membantu konsultasi online dg dokter,5
Alodokter,Apakah yang dikatakan Chikungynya sebenarnya,3
Alodokter,gokd,4
Halodoc,Besar harapan saya Apoteknya lebih di arahkan ke yang terdekat atau di aplikasi di sediakan Apotek tersebut ada d daerah mana ? atau sejajarkan dengan titik antar ... kasian juga kalau apoteknya terlalu jauh dengan titik antar,4
Halodoc,"sudah dilakukan pembayaran, namun saat ingin konsultasi tiba"" dokter terkait tidak bisa dihubungi",1
Alodokter,"duh gimana si alodokter ini, rugi gue mau nanya dan konsultasi dokter umum dibalesnya 1.40 jam kemudian. trus langsung ditutup. gajelas !! alodokter buang² duit doang. walaupun 12.500 rugi juga, apalagi kalo pesen yg dokter THT/kulit hadeh. TINGKAT IN LAGI DEH KUALITASNYA !., untuk nyari si dokter org juga keburu ngantuk mumet dibales 1 setengah jam lebih 🙄☠️",1
Halodoc,benar2 sangat membantu,5
Alodokter,"Trima kasih Alodokter, sda bisa mempermuda saya mencari informasi kalau ada keluhan.",2
Halodoc,Baru mau nyoba sdh error... Dokter gratis tp error sdh tersambung sm dokter tp pesan error.... Kecewa,2
Alodokter,"Assalamualaikum ...knp ada biaya Konsultasi skrng pak ... Dari awal ini tidak ada...gi mana klw ketepan pada orang yg tidak bisa membayar dan tidak mampu bayar biata konsultasi,tlg la pak jgn seperti ini slalu tolong2 menolong sesama manusia.🙏🏻 Oya ini facebook saya --> Mhammad irham",2
Halodoc,Bagus sih gak sukanya chtnya pas kita kluar tiba* hilang pdhal blum di ss pas buka cht dokternya harus bayar dulu 😫,2
Alodokter,Sebenarnya bagus..tapi kenapa tidak ada pilihan daerahnya ? Biar lebih gampang.,3
Halodoc,Pesen obat lebih gampang,4
Halodoc,"Baru kali ini ak sangat kecewa dengan aplks ini awal2 saya pake bagus pengiriman sesuai aplikasi tapi sekarang masalah pengiriman sangant tidak memuaskan,pengiriman tidak sesuai jadwal aplikasi padahal sudah ada di kabupaten Saya tapi di jawab ada kendala dengan alamat lah padahal kalo di cari di google maps itu sudah tertera jelas alamatnya,ini aplikasi saya mau beli obat masa harus di tunda 2 hari lagi karena pengiriman sekarang hari sabtu ,orang sakit bukanya sembuh malah di suruh tahan sakit",1
Alodokter,Jawaban singkat jelas sangat membantu terimakasih dokter,4
Alodokter,"Tolong dong vitur chatnya bisa kirim video jangan cuma foto,karena lebih akurat video jadi biar jelas kondisinya juga apallgi kalo konsultasi buat hewan.",4
Halodoc,Sayang udah bayar dana udah ke potong nggak bisa konsul,4
Alodokter,"sangat puas,, penjelasan sangat detail.. ramah,🥰",5
Alodokter,"Hati hati banyak sales alodokter nipu guys , gua ditawarin Bulan lalu bakalan dapet gratis Konsul 1 bulan , dan kalo mau lanjut bakalan ada notifikasi , berhubung gua cuma mau bantu tu sales makanya gua tolongin daftar , eh sekarang malah debet otomatis , FYI GUA GAPERNAH MAKE TU APLIKASI! Kalo ada yang pernah ditawarin Ama sales alodokter iming iming gratis sebulan , Dia nipu guys , Cukup gua aja yang jadi korban , Btw gua ganti bintang karena Cs Langsung nelfon gua Karena ulasan sebelumnya!",2
Halodoc,"tepat waktu kereen,tingkatkn terus",5
Alodokter,sangat membantu,5
Alodokter,Males banget sama aplikasinya uda payment tp error tbtb sudah dgunakan padal chat aja blm sama sekali,1
Halodoc,Inilah yg meresah para gojek gosend setiap ambilannya jauh 5 kilo terus barangnya suka banget tidak update dari harga dan stoknya terus juga buang waktu setiap kita ke apotek berapk halodoc itupun kalo sampai masih nunggu dulu barangnya dicariin tdk langsung ready ketika driver datang terus juga ongkos kita terima dari nunggu lama gara gara gosend halodoc cuma Rp.8.000 belum sama parkir Rp.2.000/Rp.3.000,1
Alodokter,"Lucu, order obat datangnya lama, mau nunggu pasien mati dulu? Ayolah yg masuk akal proses pengiriman nya masa beli di store yg sama bayar ongkir satu satu mengecewakan sekali.",2
Halodoc,bagus dan cepat,5
Halodoc,Gak banget lah...,2
Alodokter,"Ga rekomend, sudah byr biaya konsul 50k tapi dokter ny ga bs dihubungi sibuk , dan tiba2 chat telah selesai ditutup, mmg ga jelas, mau chat lg byar lg gmn pula ini",1
Alodokter,Baru pertama kali pake apk ini. Kereen sih mmbntu banget. Trimakasih alodokter...,4
Halodoc,"Harap di tambahin fitur tebus resep,jadi tinggal photo atau scan resep .",4
Halodoc,"Kecewa banget, konsultasi belum dapet apa-apa, dokternya udah mengakhiri chat dalam waktu 10 menit, komplain tapi CS nya tidak membantu sama sekali. Aplikasi bobrok, ngambil uang doang",1
Halodoc,sangat membantu dan semua dokter ny komunikatif.. 😍,5
Halodoc,very helpfull thankyou halodoc,5
Alodokter,respon dokter sangt cpt,5
Halodoc,Terima kasih halodoc sudah memberikan solusi sakit yang saya alami.,5
Halodoc,membantu semua org,5
Alodokter,sangat membantu sekali😊,5
Alodokter,Sumpah kesel banget sama ini aplikasi udah dokternya blsnya lama bgt gue tinggal dlu gada notif gada apa tiba2 sesi chat slesai taiii. Dapet solusi kaga bayar harussssss hadeh,1
Halodoc,Kok gabisa bayar pake mbangking ya,3
Halodoc,"Sbenanrnya aplikasinya bagus,, hanya saja dokternya lama respons, sedangkan waktu mau habis, qt sdh bayar, resep obat ga dpet",2
